edge(s104t3word53,V2)	-edge(s104t3word53,s104t1word355)	+edge(s104t3word53,s104t2word682)	-edge(s104t3word53,s104t4word43)	-edge(s104t3word53,s104t5word683)	-edge(s104t3word53,s104t6word5)
edge(s104t4word43,V2)	-edge(s104t4word43,s104t1word355)	-edge(s104t4word43,s104t2word682)	-edge(s104t4word43,s104t3word53)	+edge(s104t4word43,s104t5word683)	-edge(s104t4word43,s104t6word5)	-edge(s104t4word43,s104t7word102)	-edge(s104t4word43,s104t8word62)	-edge(s104t4word43,s104t9word63)
edge(s107t6word695,V2)	-edge(s107t6word695,s107t1word189)	-edge(s107t6word695,s107t2word174)	-edge(s107t6word695,s107t3word21)	-edge(s107t6word695,s107t4word694)	+edge(s107t6word695,s107t5word586)	-edge(s107t6word695,s107t7word384)	-edge(s107t6word695,s107t8word115)	-edge(s107t6word695,s107t9word696)
edge(s107t7word384,V2)	-edge(s107t7word384,s107t2word174)	-edge(s107t7word384,s107t3word21)	-edge(s107t7word384,s107t4word694)	-edge(s107t7word384,s107t5word586)	+edge(s107t7word384,s107t6word695)	-edge(s107t7word384,s107t8word115)	-edge(s107t7word384,s107t9word696)	-edge(s107t7word384,s107t10word697)
edge(s107t8word115,V2)	-edge(s107t8word115,s107t5word586)	-edge(s107t8word115,s107t6word695)	-edge(s107t8word115,s107t7word384)	+edge(s107t8word115,s107t9word696)	-edge(s107t8word115,s107t10word697)	-edge(s107t8word115,s107t11word694)
edge(s107t9word696,V2)	-edge(s107t9word696,s107t6word695)	-edge(s107t9word696,s107t7word384)	-edge(s107t9word696,s107t8word115)	+edge(s107t9word696,s107t10word697)	-edge(s107t9word696,s107t11word694)
edge(s107t10word697,V2)	+edge(s107t10word697,s107t0root)	-edge(s107t10word697,s107t1word189)	-edge(s107t10word697,s107t2word174)	-edge(s107t10word697,s107t3word21)	-edge(s107t10word697,s107t4word694)
edge(s107t11word694,V2)	-edge(s107t11word694,s107t6word695)	-edge(s107t11word694,s107t7word384)	-edge(s107t11word694,s107t8word115)	-edge(s107t11word694,s107t9word696)	+edge(s107t11word694,s107t10word697)
edge(s108t1word202,V2)	+edge(s108t1word202,s108t2word2)	-edge(s108t1word202,s108t3word698)	-edge(s108t1word202,s108t4word43)	-edge(s108t1word202,s108t5word586)	-edge(s108t1word202,s108t6word236)
edge(s108t2word2,V2)	-edge(s108t2word2,s108t1word202)	+edge(s108t2word2,s108t3word698)	-edge(s108t2word2,s108t4word43)	-edge(s108t2word2,s108t5word586)	-edge(s108t2word2,s108t6word236)	-edge(s108t2word2,s108t7word29)
edge(s108t3word698,V2)	-edge(s108t3word698,s108t1word202)	-edge(s108t3word698,s108t2word2)	+edge(s108t3word698,s108t4word43)	-edge(s108t3word698,s108t5word586)	-edge(s108t3word698,s108t6word236)	-edge(s108t3word698,s108t7word29)	-edge(s108t3word698,s108t8word30)
edge(s108t4word43,V2)	-edge(s108t4word43,s108t1word202)	-edge(s108t4word43,s108t2word2)	-edge(s108t4word43,s108t3word698)	+edge(s108t4word43,s108t5word586)	-edge(s108t4word43,s108t6word236)	-edge(s108t4word43,s108t7word29)	-edge(s108t4word43,s108t8word30)	-edge(s108t4word43,s108t9word12)
edge(s108t5word586,V2)	-edge(s108t5word586,s108t2word2)	-edge(s108t5word586,s108t3word698)	-edge(s108t5word586,s108t4word43)	+edge(s108t5word586,s108t6word236)	-edge(s108t5word586,s108t7word29)	-edge(s108t5word586,s108t8word30)	-edge(s108t5word586,s108t9word12)	-edge(s108t5word586,s108t10word190)
edge(s108t6word236,V2)	-edge(s108t6word236,s108t7word29)	-edge(s108t6word236,s108t8word30)	-edge(s108t6word236,s108t9word12)	+edge(s108t6word236,s108t10word190)	-edge(s108t6word236,s108t11word202)	-edge(s108t6word236,s108t12word699)	-edge(s108t6word236,s108t13word700)	-edge(s108t6word236,s108t14word698)
edge(s108t7word29,V2)	-edge(s108t7word29,s108t4word43)	-edge(s108t7word29,s108t5word586)	-edge(s108t7word29,s108t6word236)	+edge(s108t7word29,s108t8word30)	-edge(s108t7word29,s108t9word12)	-edge(s108t7word29,s108t10word190)	-edge(s108t7word29,s108t11word202)	-edge(s108t7word29,s108t12word699)
edge(s108t8word30,V2)	-edge(s108t8word30,s108t5word586)	-edge(s108t8word30,s108t6word236)	-edge(s108t8word30,s108t7word29)	+edge(s108t8word30,s108t9word12)	-edge(s108t8word30,s108t10word190)	-edge(s108t8word30,s108t11word202)	-edge(s108t8word30,s108t12word699)	-edge(s108t8word30,s108t13word700)
edge(s108t9word12,V2)	-edge(s108t9word12,s108t2word2)	-edge(s108t9word12,s108t3word698)	-edge(s108t9word12,s108t4word43)	-edge(s108t9word12,s108t5word586)	+edge(s108t9word12,s108t6word236)	-edge(s108t9word12,s108t7word29)	-edge(s108t9word12,s108t8word30)	-edge(s108t9word12,s108t10word190)
edge(s108t10word190,V2)	-edge(s108t10word190,s108t7word29)	-edge(s108t10word190,s108t8word30)	-edge(s108t10word190,s108t9word12)	+edge(s108t10word190,s108t11word202)	-edge(s108t10word190,s108t12word699)	-edge(s108t10word190,s108t13word700)	-edge(s108t10word190,s108t14word698)	-edge(s108t10word190,s108t15word43)
edge(s108t11word202,V2)	-edge(s108t11word202,s108t8word30)	-edge(s108t11word202,s108t9word12)	-edge(s108t11word202,s108t10word190)	+edge(s108t11word202,s108t12word699)	-edge(s108t11word202,s108t13word700)	-edge(s108t11word202,s108t14word698)	-edge(s108t11word202,s108t15word43)	-edge(s108t11word202,s108t16word586)
edge(s108t12word699,V2)	-edge(s108t12word699,s108t9word12)	-edge(s108t12word699,s108t10word190)	-edge(s108t12word699,s108t11word202)	+edge(s108t12word699,s108t13word700)	-edge(s108t12word699,s108t14word698)	-edge(s108t12word699,s108t15word43)	-edge(s108t12word699,s108t16word586)	-edge(s108t12word699,s108t17word7)
edge(s108t13word700,V2)	-edge(s108t13word700,s108t10word190)	-edge(s108t13word700,s108t11word202)	-edge(s108t13word700,s108t12word699)	+edge(s108t13word700,s108t14word698)	-edge(s108t13word700,s108t15word43)	-edge(s108t13word700,s108t16word586)	-edge(s108t13word700,s108t17word7)	-edge(s108t13word700,s108t18word8)
edge(s108t14word698,V2)	-edge(s108t14word698,s108t11word202)	-edge(s108t14word698,s108t12word699)	-edge(s108t14word698,s108t13word700)	+edge(s108t14word698,s108t15word43)	-edge(s108t14word698,s108t16word586)	-edge(s108t14word698,s108t17word7)	-edge(s108t14word698,s108t18word8)	-edge(s108t14word698,s108t19word605)
edge(s108t15word43,V2)	-edge(s108t15word43,s108t12word699)	-edge(s108t15word43,s108t13word700)	-edge(s108t15word43,s108t14word698)	+edge(s108t15word43,s108t16word586)	-edge(s108t15word43,s108t17word7)	-edge(s108t15word43,s108t18word8)	-edge(s108t15word43,s108t19word605)
edge(s108t16word586,V2)	-edge(s108t16word586,s108t13word700)	-edge(s108t16word586,s108t14word698)	-edge(s108t16word586,s108t15word43)	+edge(s108t16word586,s108t17word7)	-edge(s108t16word586,s108t18word8)	-edge(s108t16word586,s108t19word605)
edge(s108t17word7,V2)	-edge(s108t17word7,s108t14word698)	-edge(s108t17word7,s108t15word43)	-edge(s108t17word7,s108t16word586)	+edge(s108t17word7,s108t18word8)	-edge(s108t17word7,s108t19word605)
edge(s108t18word8,V2)	+edge(s108t18word8,s108t0root)	-edge(s108t18word8,s108t1word202)	-edge(s108t18word8,s108t2word2)	-edge(s108t18word8,s108t3word698)	-edge(s108t18word8,s108t4word43)
edge(s108t19word605,V2)	-edge(s108t19word605,s108t14word698)	-edge(s108t19word605,s108t15word43)	-edge(s108t19word605,s108t16word586)	-edge(s108t19word605,s108t17word7)	+edge(s108t19word605,s108t18word8)
edge(s109t1word40,V2)	+edge(s109t1word40,s109t2word8)	-edge(s109t1word40,s109t3word29)	-edge(s109t1word40,s109t4word89)	-edge(s109t1word40,s109t5word90)	-edge(s109t1word40,s109t6word5)
edge(s109t2word8,V2)	+edge(s109t2word8,s109t0root)	-edge(s109t2word8,s109t1word40)	-edge(s109t2word8,s109t3word29)	-edge(s109t2word8,s109t4word89)
edge(s109t3word29,V2)	-edge(s109t3word29,s109t1word40)	-edge(s109t3word29,s109t2word8)	+edge(s109t3word29,s109t4word89)	-edge(s109t3word29,s109t5word90)	-edge(s109t3word29,s109t6word5)	-edge(s109t3word29,s109t7word91)	-edge(s109t3word29,s109t8word26)
edge(s109t4word89,V2)	-edge(s109t4word89,s109t1word40)	-edge(s109t4word89,s109t2word8)	-edge(s109t4word89,s109t3word29)	+edge(s109t4word89,s109t5word90)	-edge(s109t4word89,s109t6word5)	-edge(s109t4word89,s109t7word91)	-edge(s109t4word89,s109t8word26)	-edge(s109t4word89,s109t9word92)
edge(s109t5word90,V2)	-edge(s109t5word90,s109t2word8)	-edge(s109t5word90,s109t3word29)	-edge(s109t5word90,s109t4word89)	+edge(s109t5word90,s109t6word5)	-edge(s109t5word90,s109t7word91)	-edge(s109t5word90,s109t8word26)	-edge(s109t5word90,s109t9word92)	-edge(s109t5word90,s109t10word93)
edge(s109t6word5,V2)	-edge(s109t6word5,s109t3word29)	-edge(s109t6word5,s109t4word89)	-edge(s109t6word5,s109t5word90)	+edge(s109t6word5,s109t7word91)	-edge(s109t6word5,s109t8word26)	-edge(s109t6word5,s109t9word92)	-edge(s109t6word5,s109t10word93)	-edge(s109t6word5,s109t11word94)
edge(s109t7word91,V2)	-edge(s109t7word91,s109t1word40)	+edge(s109t7word91,s109t2word8)	-edge(s109t7word91,s109t3word29)	-edge(s109t7word91,s109t4word89)	-edge(s109t7word91,s109t5word90)	-edge(s109t7word91,s109t6word5)
edge(s109t8word26,V2)	-edge(s109t8word26,s109t5word90)	-edge(s109t8word26,s109t6word5)	-edge(s109t8word26,s109t7word91)	+edge(s109t8word26,s109t9word92)	-edge(s109t8word26,s109t10word93)	-edge(s109t8word26,s109t11word94)	-edge(s109t8word26,s109t12word95)	-edge(s109t8word26,s109t13word96)
edge(s109t9word92,V2)	-edge(s109t9word92,s109t8word26)	-edge(s109t9word92,s109t10word93)	-edge(s109t9word92,s109t11word94)	+edge(s109t9word92,s109t12word95)	-edge(s109t9word92,s109t13word96)	-edge(s109t9word92,s109t14word97)	-edge(s109t9word92,s109t15word26)	-edge(s109t9word92,s109t16word98)
edge(s109t10word93,V2)	-edge(s109t10word93,s109t5word90)	-edge(s109t10word93,s109t6word5)	-edge(s109t10word93,s109t7word91)	-edge(s109t10word93,s109t8word26)	+edge(s109t10word93,s109t9word92)	-edge(s109t10word93,s109t11word94)	-edge(s109t10word93,s109t12word95)	-edge(s109t10word93,s109t13word96)
edge(s109t11word94,V2)	-edge(s109t11word94,s109t6word5)	-edge(s109t11word94,s109t7word91)	-edge(s109t11word94,s109t8word26)	-edge(s109t11word94,s109t9word92)	+edge(s109t11word94,s109t10word93)	-edge(s109t11word94,s109t12word95)	-edge(s109t11word94,s109t13word96)	-edge(s109t11word94,s109t14word97)
edge(s109t12word95,V2)	-edge(s109t12word95,s109t9word92)	-edge(s109t12word95,s109t10word93)	-edge(s109t12word95,s109t11word94)	+edge(s109t12word95,s109t13word96)	-edge(s109t12word95,s109t14word97)	-edge(s109t12word95,s109t15word26)	-edge(s109t12word95,s109t16word98)	-edge(s109t12word95,s109t17word99)
edge(s109t13word96,V2)	-edge(s109t13word96,s109t3word29)	-edge(s109t13word96,s109t4word89)	-edge(s109t13word96,s109t5word90)	-edge(s109t13word96,s109t6word5)	+edge(s109t13word96,s109t7word91)	-edge(s109t13word96,s109t8word26)	-edge(s109t13word96,s109t9word92)	-edge(s109t13word96,s109t10word93)	-edge(s109t13word96,s109t11word94)
edge(s109t14word97,V2)	-edge(s109t14word97,s109t11word94)	-edge(s109t14word97,s109t12word95)	-edge(s109t14word97,s109t13word96)	+edge(s109t14word97,s109t15word26)	-edge(s109t14word97,s109t16word98)	-edge(s109t14word97,s109t17word99)	-edge(s109t14word97,s109t18word43)	-edge(s109t14word97,s109t19word100)
edge(s109t15word26,V2)	-edge(s109t15word26,s109t12word95)	-edge(s109t15word26,s109t13word96)	-edge(s109t15word26,s109t14word97)	+edge(s109t15word26,s109t16word98)	-edge(s109t15word26,s109t17word99)	-edge(s109t15word26,s109t18word43)	-edge(s109t15word26,s109t19word100)	-edge(s109t15word26,s109t20word101)
edge(s109t16word98,V2)	-edge(s109t16word98,s109t13word96)	-edge(s109t16word98,s109t14word97)	-edge(s109t16word98,s109t15word26)	+edge(s109t16word98,s109t17word99)	-edge(s109t16word98,s109t18word43)	-edge(s109t16word98,s109t19word100)	-edge(s109t16word98,s109t20word101)	-edge(s109t16word98,s109t21word5)
edge(s109t17word99,V2)	-edge(s109t17word99,s109t9word92)	-edge(s109t17word99,s109t10word93)	-edge(s109t17word99,s109t11word94)	-edge(s109t17word99,s109t12word95)	+edge(s109t17word99,s109t13word96)	-edge(s109t17word99,s109t14word97)	-edge(s109t17word99,s109t15word26)	-edge(s109t17word99,s109t16word98)
edge(s109t18word43,V2)	-edge(s109t18word43,s109t13word96)	-edge(s109t18word43,s109t14word97)	-edge(s109t18word43,s109t15word26)	-edge(s109t18word43,s109t16word98)	+edge(s109t18word43,s109t17word99)	-edge(s109t18word43,s109t19word100)	-edge(s109t18word43,s109t20word101)	-edge(s109t18word43,s109t21word5)
edge(s109t19word100,V2)	-edge(s109t19word100,s109t16word98)	-edge(s109t19word100,s109t17word99)	-edge(s109t19word100,s109t18word43)	+edge(s109t19word100,s109t20word101)	-edge(s109t19word100,s109t21word5)	-edge(s109t19word100,s109t22word12)
edge(s109t20word101,V2)	-edge(s109t20word101,s109t17word99)	-edge(s109t20word101,s109t18word43)	-edge(s109t20word101,s109t19word100)	+edge(s109t20word101,s109t21word5)	-edge(s109t20word101,s109t22word12)
edge(s109t21word5,V2)	-edge(s109t21word5,s109t18word43)	-edge(s109t21word5,s109t19word100)	-edge(s109t21word5,s109t20word101)	+edge(s109t21word5,s109t22word12)
edge(s109t22word12,V2)	-edge(s109t22word12,s109t14word97)	-edge(s109t22word12,s109t15word26)	-edge(s109t22word12,s109t16word98)	-edge(s109t22word12,s109t17word99)	+edge(s109t22word12,s109t18word43)	-edge(s109t22word12,s109t19word100)	-edge(s109t22word12,s109t20word101)	-edge(s109t22word12,s109t21word5)
edge(s110t1word27,V2)	-edge(s110t1word27,s110t2word701)	-edge(s110t1word27,s110t3word30)	-edge(s110t1word27,s110t4word702)	+edge(s110t1word27,s110t5word162)	-edge(s110t1word27,s110t6word397)	-edge(s110t1word27,s110t7word484)	-edge(s110t1word27,s110t8word5)	-edge(s110t1word27,s110t9word396)
edge(s110t2word701,V2)	-edge(s110t2word701,s110t1word27)	+edge(s110t2word701,s110t3word30)	-edge(s110t2word701,s110t4word702)	-edge(s110t2word701,s110t5word162)	-edge(s110t2word701,s110t6word397)	-edge(s110t2word701,s110t7word484)
edge(s110t3word30,V2)	-edge(s110t3word30,s110t1word27)	-edge(s110t3word30,s110t2word701)	+edge(s110t3word30,s110t4word702)	-edge(s110t3word30,s110t5word162)	-edge(s110t3word30,s110t6word397)	-edge(s110t3word30,s110t7word484)	-edge(s110t3word30,s110t8word5)
edge(s110t4word702,V2)	+edge(s110t4word702,s110t1word27)	-edge(s110t4word702,s110t2word701)	-edge(s110t4word702,s110t3word30)	-edge(s110t4word702,s110t5word162)
edge(s110t5word162,V2)	+edge(s110t5word162,s110t0root)	-edge(s110t5word162,s110t1word27)	-edge(s110t5word162,s110t2word701)	-edge(s110t5word162,s110t3word30)	-edge(s110t5word162,s110t4word702)
edge(s110t6word397,V2)	-edge(s110t6word397,s110t1word27)	-edge(s110t6word397,s110t2word701)	-edge(s110t6word397,s110t3word30)	-edge(s110t6word397,s110t4word702)	+edge(s110t6word397,s110t5word162)	-edge(s110t6word397,s110t7word484)	-edge(s110t6word397,s110t8word5)	-edge(s110t6word397,s110t9word396)
edge(s110t7word484,V2)	-edge(s110t7word484,s110t4word702)	-edge(s110t7word484,s110t5word162)	-edge(s110t7word484,s110t6word397)	+edge(s110t7word484,s110t8word5)	-edge(s110t7word484,s110t9word396)	-edge(s110t7word484,s110t10word703)	-edge(s110t7word484,s110t11word704)	-edge(s110t7word484,s110t12word690)
edge(s110t8word5,V2)	-edge(s110t8word5,s110t5word162)	-edge(s110t8word5,s110t6word397)	-edge(s110t8word5,s110t7word484)	+edge(s110t8word5,s110t9word396)	-edge(s110t8word5,s110t10word703)	-edge(s110t8word5,s110t11word704)	-edge(s110t8word5,s110t12word690)	-edge(s110t8word5,s110t13word26)
edge(s110t9word396,V2)	-edge(s110t9word396,s110t2word701)	-edge(s110t9word396,s110t3word30)	-edge(s110t9word396,s110t4word702)	-edge(s110t9word396,s110t5word162)	+edge(s110t9word396,s110t6word397)	-edge(s110t9word396,s110t7word484)	-edge(s110t9word396,s110t8word5)	-edge(s110t9word396,s110t10word703)
edge(s110t10word703,V2)	-edge(s110t10word703,s110t2word701)	-edge(s110t10word703,s110t3word30)	-edge(s110t10word703,s110t4word702)	-edge(s110t10word703,s110t5word162)	+edge(s110t10word703,s110t6word397)	-edge(s110t10word703,s110t7word484)	-edge(s110t10word703,s110t8word5)	-edge(s110t10word703,s110t9word396)
edge(s110t11word704,V2)	-edge(s110t11word704,s110t6word397)	-edge(s110t11word704,s110t7word484)	-edge(s110t11word704,s110t8word5)	-edge(s110t11word704,s110t9word396)	+edge(s110t11word704,s110t10word703)	-edge(s110t11word704,s110t12word690)	-edge(s110t11word704,s110t13word26)	-edge(s110t11word704,s110t14word278)
edge(s110t12word690,V2)	-edge(s110t12word690,s110t7word484)	-edge(s110t12word690,s110t8word5)	-edge(s110t12word690,s110t9word396)	-edge(s110t12word690,s110t10word703)	+edge(s110t12word690,s110t11word704)	-edge(s110t12word690,s110t13word26)	-edge(s110t12word690,s110t14word278)	-edge(s110t12word690,s110t15word703)
edge(s110t13word26,V2)	-edge(s110t13word26,s110t10word703)	-edge(s110t13word26,s110t11word704)	-edge(s110t13word26,s110t12word690)	+edge(s110t13word26,s110t14word278)	-edge(s110t13word26,s110t15word703)	-edge(s110t13word26,s110t16word53)	-edge(s110t13word26,s110t17word7)	-edge(s110t13word26,s110t18word704)
edge(s110t14word278,V2)	-edge(s110t14word278,s110t12word690)	-edge(s110t14word278,s110t13word26)	-edge(s110t14word278,s110t15word703)	+edge(s110t14word278,s110t16word53)	-edge(s110t14word278,s110t17word7)	-edge(s110t14word278,s110t18word704)	-edge(s110t14word278,s110t19word26)	-edge(s110t14word278,s110t20word278)
edge(s110t15word703,V2)	-edge(s110t15word703,s110t10word703)	-edge(s110t15word703,s110t11word704)	-edge(s110t15word703,s110t12word690)	-edge(s110t15word703,s110t13word26)	+edge(s110t15word703,s110t14word278)	-edge(s110t15word703,s110t16word53)	-edge(s110t15word703,s110t17word7)	-edge(s110t15word703,s110t18word704)
edge(s110t16word53,V2)	-edge(s110t16word53,s110t13word26)	-edge(s110t16word53,s110t14word278)	-edge(s110t16word53,s110t15word703)	+edge(s110t16word53,s110t17word7)	-edge(s110t16word53,s110t18word704)	-edge(s110t16word53,s110t19word26)	-edge(s110t16word53,s110t20word278)	-edge(s110t16word53,s110t21word704)
edge(s110t17word7,V2)	-edge(s110t17word7,s110t14word278)	-edge(s110t17word7,s110t15word703)	-edge(s110t17word7,s110t16word53)	+edge(s110t17word7,s110t18word704)	-edge(s110t17word7,s110t19word26)	-edge(s110t17word7,s110t20word278)	-edge(s110t17word7,s110t21word704)	-edge(s110t17word7,s110t22word53)
edge(s110t18word704,V2)	-edge(s110t18word704,s110t8word5)	-edge(s110t18word704,s110t9word396)	-edge(s110t18word704,s110t10word703)	-edge(s110t18word704,s110t11word704)	+edge(s110t18word704,s110t12word690)	-edge(s110t18word704,s110t13word26)	-edge(s110t18word704,s110t14word278)	-edge(s110t18word704,s110t15word703)	-edge(s110t18word704,s110t16word53)
edge(s110t19word26,V2)	-edge(s110t19word26,s110t16word53)	-edge(s110t19word26,s110t17word7)	-edge(s110t19word26,s110t18word704)	+edge(s110t19word26,s110t20word278)	-edge(s110t19word26,s110t21word704)	-edge(s110t19word26,s110t22word53)	-edge(s110t19word26,s110t23word7)	-edge(s110t19word26,s110t24word690)
edge(s110t20word278,V2)	-edge(s110t20word278,s110t21word704)	-edge(s110t20word278,s110t22word53)	-edge(s110t20word278,s110t23word7)	+edge(s110t20word278,s110t24word690)
edge(s110t21word704,V2)	-edge(s110t21word704,s110t16word53)	-edge(s110t21word704,s110t17word7)	-edge(s110t21word704,s110t18word704)	-edge(s110t21word704,s110t19word26)	+edge(s110t21word704,s110t20word278)	-edge(s110t21word704,s110t22word53)	-edge(s110t21word704,s110t23word7)	-edge(s110t21word704,s110t24word690)
edge(s110t22word53,V2)	-edge(s110t22word53,s110t19word26)	-edge(s110t22word53,s110t20word278)	-edge(s110t22word53,s110t21word704)	+edge(s110t22word53,s110t23word7)	-edge(s110t22word53,s110t24word690)
edge(s110t23word7,V2)	-edge(s110t23word7,s110t20word278)	-edge(s110t23word7,s110t21word704)	-edge(s110t23word7,s110t22word53)	+edge(s110t23word7,s110t24word690)
edge(s110t24word690,V2)	-edge(s110t24word690,s110t14word278)	-edge(s110t24word690,s110t15word703)	-edge(s110t24word690,s110t16word53)	-edge(s110t24word690,s110t17word7)	+edge(s110t24word690,s110t18word704)	-edge(s110t24word690,s110t19word26)	-edge(s110t24word690,s110t20word278)	-edge(s110t24word690,s110t21word704)	-edge(s110t24word690,s110t22word53)
edge(s111t1word27,V2)	-edge(s111t1word27,s111t2word426)	-edge(s111t1word27,s111t3word27)	+edge(s111t1word27,s111t4word353)	-edge(s111t1word27,s111t5word29)	-edge(s111t1word27,s111t6word30)	-edge(s111t1word27,s111t7word12)	-edge(s111t1word27,s111t8word43)
edge(s111t2word426,V2)	-edge(s111t2word426,s111t1word27)	+edge(s111t2word426,s111t3word27)	-edge(s111t2word426,s111t4word353)	-edge(s111t2word426,s111t5word29)	-edge(s111t2word426,s111t6word30)	-edge(s111t2word426,s111t7word12)
edge(s111t3word27,V2)	+edge(s111t3word27,s111t1word27)	-edge(s111t3word27,s111t2word426)	-edge(s111t3word27,s111t4word353)	-edge(s111t3word27,s111t5word29)
edge(s111t4word353,V2)	-edge(s111t4word353,s111t1word27)	-edge(s111t4word353,s111t2word426)	-edge(s111t4word353,s111t3word27)	+edge(s111t4word353,s111t5word29)	-edge(s111t4word353,s111t6word30)	-edge(s111t4word353,s111t7word12)	-edge(s111t4word353,s111t8word43)	-edge(s111t4word353,s111t9word705)
edge(s111t5word29,V2)	-edge(s111t5word29,s111t2word426)	-edge(s111t5word29,s111t3word27)	-edge(s111t5word29,s111t4word353)	+edge(s111t5word29,s111t6word30)	-edge(s111t5word29,s111t7word12)	-edge(s111t5word29,s111t8word43)	-edge(s111t5word29,s111t9word705)	-edge(s111t5word29,s111t10word249)
